Unitless Data	|Pcomp(PORT_2,0)|[1,21,X] (mW) : Rectenna.AP_HB (Freq = 2.45 GHz
Pwr = -10 dBm)	|Vcomp(PORT_2,0)|[1,21,X] (V) : Rectenna.AP_HB (Freq = 2.45 GHz
Pwr = -10 dBm)	|Icomp(PORT_2,0)|[1,21,X] (mA) : Rectenna.AP_HB (Freq = 2.45 GHz
Pwr = -10 dBm)
1e+06	0.000406771	0.637786	0.000637786
1.01e+06	0.00040278	0.637815	0.0006315
1.02e+06	0.000398866	0.637843	0.000625336
1.03e+06	0.000395028	0.63787	0.000619292
1.04e+06	0.000391263	0.637897	0.000613363
1.05e+06	0.000387569	0.637924	0.000607547
1.06e+06	0.000383944	0.63795	0.00060184
1.07e+06	0.000380386	0.637976	0.000596239
1.08e+06	0.000376894	0.638001	0.000590742
1.09e+06	0.000373465	0.638026	0.000585345
1.1e+06	0.000370098	0.63805	0.000580045
1.11e+06	0.000366791	0.638074	0.000574841
1.12e+06	0.000363543	0.638097	0.00056973
1.13e+06	0.000360352	0.63812	0.000564708
1.14e+06	0.000357216	0.638143	0.000559774
1.15e+06	0.000354135	0.638165	0.000554926
1.16e+06	0.000351106	0.638187	0.000550161
1.17e+06	0.000348128	0.638209	0.000545477
1.18e+06	0.000345201	0.63823	0.000540873
1.19e+06	0.000342323	0.638251	0.000536345
1.2e+06	0.000339492	0.638271	0.000531893
1.21e+06	0.000336707	0.638291	0.000527514
1.22e+06	0.000333968	0.638311	0.000523206
1.23e+06	0.000331273	0.638331	0.000518968
1.24e+06	0.000328622	0.63835	0.000514798
1.25e+06	0.000326012	0.638369	0.000510695
1.26e+06	0.000323444	0.638388	0.000506657
1.27e+06	0.000320915	0.638406	0.000502682
1.28e+06	0.000318426	0.638424	0.000498769
1.29e+06	0.000315975	0.638442	0.000494916
1.3e+06	0.000313562	0.63846	0.000491123
1.31e+06	0.000311185	0.638477	0.000487387
1.32e+06	0.000308844	0.638494	0.000483708
1.33e+06	0.000306538	0.638511	0.000480083
1.34e+06	0.000304267	0.638527	0.000476513
1.35e+06	0.000302028	0.638544	0.000472995
1.36e+06	0.000299823	0.63856	0.000469529
1.37e+06	0.000297649	0.638576	0.000466114
1.38e+06	0.000295506	0.638591	0.000462747
1.39e+06	0.000293395	0.638607	0.000459429
1.4e+06	0.000291313	0.638622	0.000456159
1.41e+06	0.00028926	0.638637	0.000452934
1.42e+06	0.000287237	0.638652	0.000449755
1.43e+06	0.000285241	0.638666	0.00044662
1.44e+06	0.000283273	0.638681	0.000443528
1.45e+06	0.000281332	0.638695	0.000440479
1.46e+06	0.000279417	0.638709	0.000437472
1.47e+06	0.000277529	0.638723	0.000434505
1.48e+06	0.000275665	0.638737	0.000431579
1.49e+06	0.000273827	0.63875	0.000428691
1.5e+06	0.000272012	0.638763	0.000425842
1.51e+06	0.000270222	0.638776	0.000423031
1.52e+06	0.000268455	0.638789	0.000420256
1.53e+06	0.000266711	0.638802	0.000417518
1.54e+06	0.00026499	0.638815	0.000414815
1.55e+06	0.000263291	0.638827	0.000412147
1.56e+06	0.000261613	0.63884	0.000409513
